name,answer,prompt,MOS
deepai_10_0_0_0.jpg,"A stylized aircraft with a sleek design soars through a vibrant blue sky with pink - hued clouds. Fire trails behind it. Anime style, from a dynamic low - angle shot with vivid colors. ","demon, driving aircraft, city, anime style",3.0786
deepai_10_0_0_1.jpg,"A sleek, metallic aircraft flies low over a sprawling cityscape with tall buildings. In a sci - fi style, from a low - angle view, the scene has a moody, blue - gray color atmosphere with fine quality. ","demon, driving aircraft, city, realistic style",5.0000
deepai_10_0_1_0.jpg,"A small airplane in flight, with a pilot inside. In anime style, seen from a side - angled view. Colors are vivid with a bright blue sky, creating a dynamic and energetic atmosphere. ","demon, driving aircraft, wild, anime style",3.0305
deepai_10_0_1_1.jpg,"A sleek fighter jet in mid - flight, depicted in a monochromatic, realistic style. Shot from a slight angle below, the grayscale tones give it a gritty, high - quality, industrial atmosphere. ","demon, driving aircraft, wild, realistic style",2.3650
deepai_10_1_0_0.jpg,"A character with wild - styled hair rides a bicycle in an urban setting. In anime style, from a side - on shooting angle, with a purple - toned, vibrant color atmosphere and clean quality. ","demon, driving bike, city, anime style",3.3174
deepai_10_1_0_1.jpg,"A long - haired individual in edgy attire rides an orange motorcycle. In anime style, from a side - on angle, with a warm, sunset - hued color atmosphere and high - quality detailing. ","demon, driving bike, city, realistic style",3.1307
deepai_10_1_1_0.jpg,"A character with white wings and horns rides a stylized motorcycle. In anime style, from a side - on shooting angle. Vivid colors with a dynamic, energetic atmosphere. High - quality illustration. ","demon, driving bike, wild, anime style",2.8570
deepai_10_1_1_1.jpg,"A horned, red - skinned demon with a long tail rides a sleek black motorcycle. In a sci - fi meets fantasy style, shot from a side angle, with a warm, dramatic color atmosphere and high - quality detail. ","demon, driving bike, wild, realistic style",4.7338
deepai_10_10_0_0.jpg,"A horned, winged character in a suit sits at a table, eyes glowing yellow - red, focused on a laptop. In anime style, with a dark - toned, moody color atmosphere. Shot from a frontal angle. ","demon, using laptop, city, anime style",3.2657
deepai_10_10_0_1.jpg,"A red - skinned, horned demon with a fierce expression crouches near an open laptop in an urban setting. In a dark, sci - fi/horror style, from a low shooting angle, with a gritty, shadowy color atmosphere. ","demon, using laptop, city, realistic style",4.0123
deepai_10_10_1_0.jpg,"A character with blond hair leans over a laptop. In anime style, set against a cosmic - like background with vivid purples and reds. Shot from a slightly low angle, giving a dynamic feel. ","demon, using laptop, wild, anime style",2.6190
deepai_10_10_1_1.jpg,"A red - skinned demon with large horns snarls at a laptop. In a realistic style, from a frontal shooting angle, with a dark and intense color atmosphere, high - quality details. ","demon, using laptop, wild, realistic style",2.9323
deepai_10_11_0_0.jpg,"A girl with long pink - hair, wearing a purple cloak and black top, stands in front of a stylized cityscape. In anime style, from a frontal shooting angle, with a colorful and clean atmosphere. ","demon, using phone, city, anime style",2.6396
deepai_10_11_0_1.jpg,"A person in a white - shirt and black pants stands on a cobblestone street flanked by tall buildings. In anime - style, shot from behind, with a monochromatic, moody color atmosphere. ","demon, using phone, city, realistic style",2.9159
deepai_10_11_1_0.jpg,"A character with long dark - brown hair and red eyes holds a smartphone. In anime style, from a close - up shooting angle, with a soft blue - green color atmosphere and clean lines. ","demon, using phone, wild, anime style",2.4313
deepai_10_11_1_1.jpg,"A demon head with large curved horns, glowing yellow eyes, a snarling mouth, and rough - textured skin. In realistic style, from a frontal shooting angle, with a dark and menacing color atmosphere. ","demon, using phone, wild, realistic style",4.0111
