name,prompt,adj1,adj2,style,mos_quality,std_quality,mos_align,std_align,consistency,consistency2,answer
AttnGAN_normal_014.jpg,a small leopard gecko,,,,0.919776796,0.669515599,0.613465793,0.713436676,4,2,"A soft - edged, indistinct figure in a neutral, monochromatic space. In an abstract style with a frontal shooting angle, the color atmosphere is muted and the quality appears hazy. "
AttnGAN_normal_015.jpg,santa claus on drugs,,,,0.91586726,0.403143871,0.571482359,0.516367865,1,2,"Blurred view of what seem to be black - and - white objects on a reflective surface, with an indistinct background of structures. Realistic style, low - angle shot, muted color atmosphere, poor quality. "
AttnGAN_normal_016.jpg,very sad rabbit crying,,,,1.174495727,0.516055647,0.541980536,0.483986297,0,2,"Reflections of boats and masts in water create a mirrored, abstract - like pattern. In a realistic style, taken from a near - horizontal angle, with a muted, overcast color atmosphere and decent quality. "
AttnGAN_normal_017.jpg,tragedy of the commons,,,,1.006207915,0.554580887,0.751353207,0.657638334,1,2,"A small rodent is on a carpeted floor near a piece of crumpled fabric by a wall. In a realistic style, taken from a low - angle view, with a muted, neutral color atmosphere and average quality. "
AttnGAN_normal_018.jpg,man hating his printer,,,,1.101434458,0.368267338,0.373079324,0.578466453,0,2,"Abstract shapes in hues of blue - green, orange, and beige are arranged on a textured surface. In abstract style, from a slightly angled view, with a muted, earthy color atmosphere. "
AttnGAN_normal_019.jpg,big boss eating dinner,,,,0.821435934,0.777334433,1.02066036,1.93353151,0,0,"A dynamic wave in the ocean is captured mid - crest, with frothy white foam against a backdrop of deeper blue - gray water. In realistic style, from a side - on shooting angle, with a cool color atmosphere. "
AttnGAN_normal_020.jpg,a overgrown old house,,,,0.965602553,0.353628309,0.277575547,0.476192805,0,3,"A blurred view shows an orange - hued object on the left and what seems like a shadowy, indistinct shape in the center. Realistic style, low - quality with a muted color atmosphere, shot from a flat angle. "
AttnGAN_normal_021.jpg,portrait of mecha robot,,,,1.448560438,0.717877486,0.444707156,0.584535149,6,1,"Blurred view of water with a dock and some greenery in the background. Realistic - style, taken from a slightly elevated angle. Cool, muted color atmosphere with low - quality appearance. "
AttnGAN_normal_022.jpg,panda chef in a kitchen,,,,1.428382741,0.692444828,0.784257411,0.776146893,1,3,"A figure in a white sheet - like garment stands against a green backdrop. In an abstract style, with a frontal shooting angle, it has a muted, blurry color atmosphere and low - quality appearance. "
AttnGAN_normal_023.jpg,king kong on fighting,,,,0.949159982,0.506836937,0.422156431,0.363652825,0,0,"Glossy, misshapen red forms on a light - yellow background with a small red piece between them. Abstract style, from a flat shooting angle, with a warm, slightly hazy color atmosphere and moderate quality. "
AttnGAN_normal_024.jpg,goddess of mystic unity,,,,0.979308463,0.692335046,0.310309712,0.508539438,3,3,"Abstract shapes in black and white with colorful, iridescent backgrounds. In an abstract style, taken from a close - up shooting angle, creating a vibrant and dynamic color atmosphere. "
AttnGAN_normal_025.jpg,a still of breaking bad,,,,1.086342024,0.384291365,0.456645128,0.664614654,1,2,"Abstract - style depiction of fragmented, distorted forms in earthy browns against a vivid pink - toned background. Shot from a flat, close - up angle, creating a rich, textured color atmosphere. "
AttnGAN_normal_026.jpg,a painting of a eclipse,,,,1.023275848,0.729412624,0.613465793,0.628982857,0,3,"Stacked, textured stone - like structures with carved faces. In an abstract style, shot from a slightly upward angle. Colors are earthy with an orange - blue background, high - quality and visually striking. "
AttnGAN_normal_027.jpg,the large cresting waves,,,,0.934897999,0.496275127,0.726968261,0.798565759,0,2,"A blurry view of what seems to be a fluffy - textured object, possibly an animal, in warm - toned background. Realistic style, low - quality with unclear shooting angle, giving a hazy atmosphere. "
AttnGAN_normal_028.jpg,maroon to black gradient,,,,1.527555519,0.734475663,0.686697692,0.609546191,8,2,"Several old, weather - beaten boats float on greenish water surrounded by trees. In a realistic style, shot from a mid - distance angle, with a muted, natural color atmosphere and moderate quality. "
AttnGAN_normal_029.jpg,legendary river of slugs,,,,0.747278376,0.747544955,0.530505137,0.639145334,9,3,"An abstract - style composition with a central purple mass. There are green and other - colored shapes around. Shot from a flat angle, with a chaotic and vivid color atmosphere and medium - low quality. "
AttnGAN_normal_030.jpg,brand logo fruit company,,,,1.014269206,0.559228261,0.605682672,0.678309106,4,3,"Abstract - style artwork with bold, blurred shapes in warm reds, browns, and hints of blue. The shooting angle seems flat, creating a dreamy, indistinct color atmosphere with a low - definition quality. "
AttnGAN_normal_031.jpg,black mickey mouse skull,,,,0.821435934,0.354271932,0.742358137,0.980585945,0,2,"A room filled with various figures and items on shelves and walls. In an abstract - like style, shot from a slightly elevated angle. Colors are mixed, giving a chaotic yet intriguing atmosphere with low - quality blur. "
AttnGAN_normal_032.jpg,an emo portrait painting,,,,1.057775532,0.612666679,0.803090148,0.525455468,2,3,"A distorted figure with a face having multiple eyes and mouths. In an abstract style, shot from a slightly angled perspective. Dark color - toned with a spooky, low - quality atmosphere. "
AttnGAN_normal_033.jpg,the pope had a rock band,,,,1.179543421,0.398577932,0.182860864,0.469014935,0,0,"A distorted view of natural elements like a seed - like object, tree bark, and greenery through what appears to be a glass or reflective surface. Realistic style, high - angle shot, with a fresh green color atmosphere. "
AttnGAN_normal_034.jpg,rat portrait as a warrior,,,,1.508930173,0.551647733,0.385017296,0.559629168,2,2,"An abstract - style image shows a distorted view with overlapping elements like lights, shapes, and colors. Taken from a tilted, high - angle perspective, it has a blurred, dreamy color atmosphere. "
AttnGAN_normal_035.jpg,illustration of a rowboat,,,,0.761394747,0.207618326,0.269767789,0.372108636,0,1,"A close - up of a reddish - brown, segmented object against an orange, semi - transparent background with a small red spot. Realistic style, macro shooting angle, warm color atmosphere, high - quality details. "
AttnGAN_normal_036.jpg,gnome warfare at walmart,,,,1.116526892,0.196692972,0.468583101,0.56108141,9,1,"Blurred reflections of figures and structures in water. Abstract style with fragmented, distorted shapes. Taken from a low - angled perspective, colors are muted, giving a dreamy, indistinct quality. "
AttnGAN_normal_037.jpg,demon queen with red eyes,,,,1.134741777,0.172072178,0.803624615,0.583353591,2,2,"A chaotic blend of shapes in vivid colors like red, black, and white. Abstract style with a close - up shooting angle, creating a bold and intense color atmosphere of low - key quality. "
AttnGAN_normal_038.jpg,christmas at kelly family,,,,1.092275216,0.755572093,0.803090148,0.860914555,0,2,"A distorted, abstract - like figure with uneven textures and a mix of pale and red hues. The style is abstract, from a slightly angled shooting angle, creating a disorienting color atmosphere. "
AttnGAN_normal_039.jpg,beautiful topaz girl dark,,,,1.247523795,0.577585912,0.945308415,0.911718028,6,2,"Robotic forms with metallic - gray and white surfaces are in a room with red walls. In a sci - fi style, from a mid - range angle, the image has a hazy, muted color atmosphere. "
AttnGAN_normal_040.jpg,an elaborate robot coding,,,,0.980694987,0.345974902,0.946101985,1.092064402,2,4,"Robots in a blurred, sci - fi scene are engaged in an activity with a ball. Shot from a side angle, the image has a muted, desaturated color atmosphere with low quality. "
AttnGAN_normal_041.jpg,a raspberry made of metal,,,,1.079102747,0.745080493,0.389300995,0.489332456,0,2,"A distorted, shadow - like figure in a room with green - toned walls. Abstract style. Shot from a slightly angled perspective, with a murky, low - quality color atmosphere. "
AttnGAN_normal_042.jpg,a man jumping off a cliff,,,,1.253245361,0.403445987,1.004686321,1.301381217,0,2,"Large brown rocks lie on green grass in front of a building with columns. In an abstract style, shot from a slightly elevated angle, with a muted color atmosphere and medium - quality rendering. "
AttnGAN_normal_043.jpg,a frog wearing police cap,,,,1.23918794,0.91838711,0.605682672,0.788806643,0,0,"Blurred reflections of dark - colored shoes and other items on a glass surface. Abstract style with an unclear shooting angle. Colors are muted with a hazy, low - quality atmosphere. "
AttnGAN_normal_044.jpg,male warrior silver armor,,,,1.106599613,0.524232798,0.553112625,0.466850533,1,2,"Blurry assortment of shoes in earthy tones on a vivid red surface. Abstract style with a close - up shooting angle. Warm color atmosphere, low - quality with lack of sharpness. "
AttnGAN_normal_045.jpg,superman punches the pope,,,,1.252358797,0.630744468,0.325327435,0.533822636,0,2,"Floating metallic - looking objects with symbols are set against a blurred, blue - toned background. In anime style, from a mid - range shooting angle, with a dreamy color atmosphere and moderate quality. "
AttnGAN_normal_046.jpg,the drowned and the saved,,,,1.220137663,0.303008871,0.873277939,1.064109172,4,2,"A blurred view of a wooded area with trees and a path. In an abstract - style with soft, muted colors. Taken from a slightly angled perspective, giving a dreamy atmosphere. "
AttnGAN_normal_047.jpg,stalin tapdancing on stage,,,,0.86802727,0.698879262,0.411989915,0.445736623,0,1,"Abstract reflections of various shapes and objects on a shiny surface. In an abstract style with a distorted shooting angle. Colors are muted, creating a dream - like quality. "
AttnGAN_normal_048.jpg,scottish highlands at dawn,,,,0.735230234,0.326858888,0.519696217,0.534904966,1,2,"A person in a light - green top lies on a bed, upside - down from the perspective. In an abstract, painterly style with soft, muted colors creating a dreamy atmosphere. "
AttnGAN_normal_049.jpg,portrait of evil alchemist,,,,0.649658335,0.525468227,0.288039227,0.239239529,0,1,"Soft, fluffy white cat paws are seen from a close - up, top - down shooting angle. In a realistic style, the image has a gentle, muted color atmosphere with good texture quality. "
AttnGAN_normal_050.jpg,logo design of a full moon,,,,2.010516065,0.557545506,0.178657573,0.574420866,2,2,"Gentle waves lap at a sandy shore under a soft - blue sky. Realistic style, from a low shooting angle. Soft color palette, creating a serene and calm atmosphere. "
AttnGAN_normal_051.jpg,hanging gardens of babylon,,,,1.062470367,0.623660348,0.981735619,0.76164381,0,2,"Snow - covered branches of evergreen trees. Realistic style, taken from a slightly upward angle. Soft, muted color atmosphere with white snow and green foliage, moderate image quality. "
AttnGAN_normal_052.jpg,concept art of giant ogres,,,,1.168900836,0.472985683,0.845084862,0.641668615,0,1,"A close - up of mechanical components in a sci - fi style. Angular shapes with metallic hues. Shot from a low angle, creating a sense of grandeur. Colors are bold, with an edgy, high - contrast quality. "
AttnGAN_normal_053.jpg,castle from howl's sticker,,,,1.084556311,0.326742089,0.845084862,0.442218359,4,2,"Abstract shapes in muted tones form a textured, distorted scene. Style is abstract. Shot from a slightly angled perspective, creating a sense of depth with a monochromatic, hazy color atmosphere. "
AttnGAN_normal_054.jpg,beautiful white fluffy cat,,,,1.149675658,0.334483367,0.220106689,0.435309485,0,2,"Abstract - style composition with fragmented, distorted shapes in muted and contrasting colors. Appears to be body - like forms. Shot from a flat, frontal angle with a somewhat grainy quality. "
AttnGAN_normal_055.jpg,a small ocean full of life,,,,1.161804194,0.315363014,0.504397017,0.663185181,0,3,"An abstract - styled scene with distorted shapes and forms. Various objects in muted, earthy tones are arranged. Taken from a frontal shooting angle, creating a hazy, dream - like quality. "
AttnGAN_normal_056.jpg,survival in a winter forest,,,,1.391281461,0.563978653,0.922047832,0.470764946,0,4,"The reflection of a forest of trees with green foliage is seen on a water surface. In a realistic style, taken from a horizontal angle, with a natural, muted color atmosphere and moderate quality. "
AttnGAN_normal_057.jpg,sartre hugging a sad alien,,,,1.112367509,0.758240123,0.652605272,1.333069062,2,3,"A gray - striped cat with white paws stands on a wooden surface, seemingly in motion. Realistic style, taken from a slightly low shooting angle. Colors are warm with a soft, blurred quality. "
AttnGAN_normal_058.jpg,hairy man in eagle costume,,,,1.000336846,0.358423691,0.69188714,0.358839142,0,3,"A distorted, fragmented figure with abstract - like shapes. In a realistic - leaning style with muted colors. Shot from a side - on angle, creating a somewhat blurry and dreamy atmosphere. "
AttnGAN_normal_059.jpg,barak obama as master chief,,,,0.753539821,0.355756524,0.441791736,0.296513671,1,1,"Distorted figures with mixed - up body parts are on a grassy area. In an abstract style, taken from a slightly elevated angle. Colors are blended, creating a chaotic and dream - like atmosphere. "
AttnGAN_normal_060.jpg,"artwork with only triangles, anime style",,,anime style,0.919776796,0.719282241,0.850496237,0.842552058,7,5,"Abstract shapes in bold colors like brown, yellow, and purple intermingle. In an abstract style, with a close - up shooting angle, it has a vibrant and dynamic color atmosphere and high - contrast quality. "
AttnGAN_normal_061.jpg,"a yellow rendition of venom, sci-fi style",,,sci-fi style,0.678182301,0.409283535,0.409963958,0.28187264,0,3,"A dimly - lit room with a large, orange - hued, semi - transparent object in the foreground. Abstract style. Low shooting angle. Dark color atmosphere with a hint of mystery, low - quality and blurry. "
AttnGAN_normal_062.jpg,"a colour portrait of a king, realistic style",,,realistic style,0.901809839,0.404428381,0.833684757,0.435066391,2,3,"A person with overlapping, distorted forms stands in an outdoor - like setting. In an abstract style, shot from a frontal angle, with a colorful, hazy color atmosphere and low - clarity quality. "
AttnGAN_normal_063.jpg,"overwatch small hut building, abstract style",,,abstract style,0.986154364,0.339139321,0.70828361,0.497767609,2,2,"A surreal, abstract - style depiction shows a form with multiple, distorted appendages and a light - toned body against a greenish, textured background. Shot from a front - facing angle with a dreamy quality. "
AttnGAN_normal_064.jpg,"monsters playing board games, baroque style",,,baroque style,0.935417685,0.635748859,1.184861428,0.861777552,1,3,"Abstract shapes in hues of purple, blue, red, and brown blend fluidly. In an abstract style with a close - up shooting angle, the image has a soft, dreamy color atmosphere and moderate quality. "
AttnGAN_normal_065.jpg,"an environmental concept art, anime style",,,anime style,1.388190702,0.478764802,1.077419679,0.746786189,0,0,"A cluster of dark, intricately - carved black objects on a light surface. Realistic style, shot from a slightly elevated angle. Colors are muted with a somber, earthy atmosphere. Low - resolution quality. "
AttnGAN_normal_066.jpg,"a pizza with chocolate on it, sci-fi style",,,sci-fi style,0.761394747,0.381926037,0.604980215,0.34332712,0,2,"An abstract, colorful shape in red, blue, and yellow floats against a background with urban - like elements. In abstract style, from a slightly angled view, with a vibrant color atmosphere and medium - high quality. "
AttnGAN_normal_067.jpg,"a woman in newspaper clothes, realistic style",,,realistic style,1.042384048,0.356275928,0.457481316,0.655446631,0,1,"Lush green leaves on trees with some yellow - tinged ones. In an abstract style, from a slightly upward shooting angle. Colors are vibrant, creating a lively and dynamic atmosphere. "
AttnGAN_normal_068.jpg,"yog sothoth chef in a kitchen, abstract style",,,abstract style,0.685643707,0.354790592,0.497452181,0.414730649,1,1,"A blurry, gray - furred animal figure with outstretched limbs. In a realistic style, shot from a front - on angle. Soft, muted colors create a hazy, low - quality atmosphere. "
AttnGAN_normal_069.jpg,"synthwave astronaut tabby cat, baroque style",,,baroque style,1.116526892,0.546724078,0.564086878,0.561682749,0,3,"Vivid, abstract painting with bold strokes. Dark green leaves contrast against pink - purple backgrounds. From a slightly angled view, it has a dynamic, colorful, and expressive quality. "
AttnGAN_normal_070.jpg,"space reflected in fox's eye , anime style",,,anime style,0.663293231,0.846375252,0.415631423,0.452598402,2,3,"A dark, shiny object lies on a dark - toned fabric. The style is realistic with a low - light, moody color atmosphere. Shot from a top - down angle, the quality is somewhat grainy. "
AttnGAN_normal_071.jpg,"smart sri lanka buddhist monk, sci-fi style",,,sci-fi style,0.578348419,0.396731195,0.629428475,0.549204173,1,2,"An abstract - style composition with bold yellow and dark brown shapes. Shot from a low angle, creating a dynamic feel. Colors are intense, giving a vibrant yet somewhat mysterious atmosphere. "
AttnGAN_normal_072.jpg,"painted portrait of snake man, realistic style",,,realistic style,1.086342024,0.356270515,0.623776738,0.597267351,0,4,"A distorted figure with multiple - faced hands raised. In an abstract style, shot from a frontal angle. Vivid, chaotic colors create a disorienting atmosphere with low - to - medium quality. "
AttnGAN_normal_073.jpg,"otter making a disgusted face, abstract style",,,abstract style,1.269550286,0.538479111,0.452923825,0.51185974,1,2,"Abstract - style depiction of a building facade with large panels in shades of blue and gray. Green - tinted windows add a pop of color. Shot from a low, slightly angled perspective for an artsy feel. "
AttnGAN_normal_074.jpg,"legionary of the roman empire, baroque style",,,baroque style,0.850998035,0.346776319,0.49324274,0.574023771,2,1,"A close - up of a spider with textured, brownish - gray legs and body. In a realistic style, shot from a slightly upward angle. The background has a soft, blurred green and orange tone. "
AttnGAN_normal_075.jpg,"concept art of octopus attack, anime style",,,anime style,0.495534588,0.427708156,0.597640981,0.607389432,0,3,"Abstract shapes in hues of blue, purple, brown, and white swirl and intersect. In an abstract style, from a close - up angle, with a dreamy, hazy color atmosphere and moderate quality. "
AttnGAN_normal_076.jpg,"a biomechanical dahlia flower, sci-fi style",,,sci-fi style,1.098613732,0.901195797,0.845084862,0.747778109,0,2,"Fresh green lettuce leaves are topped with slices of light - brown meat. In a realistic style, shot from a slightly angled perspective, with a natural and appetizing color atmosphere. "
AttnGAN_normal_077.jpg,"a anthropomorphic cat warrior, realistic style",,,realistic style,1.119807896,0.414666646,0.257352514,0.453073617,2,2,"Blurred view of a shiny, reflective object with indistinct text on it. In background, stacked items with a warm - toned, abstract style. Shot from a low angle, creating a hazy color atmosphere. "
AttnGAN_normal_078.jpg,"tree of life embroidered scene, abstract style",,,abstract style,0.970469084,0.524149704,0.393920539,0.468201514,2,3,"A distorted reflection shows a man in a suit with his hand raised. In abstract style, from a frontal - like angle, with a muted, hazy color atmosphere and low - resolution quality. "
AttnGAN_normal_079.jpg,"the infernal dark gun magicks , baroque style",,,baroque style,1.402772373,1.07214882,1.004566026,0.767461712,0,4,"Stone - like objects with carvings are arranged vertically against a reddish - hued, textured wall. In realistic style, shot from a slight angle, with a muted, aged color atmosphere. "
AttnGAN_normal_080.jpg,"painted portrait of goblin man, anime style",,,anime style,0.812984657,0.735026903,0.481457492,0.339049937,0,3,"A black, semi - circular shape with a leaf - like top against a clear blue sky. In abstract style, shot from below, with a simple and vivid color atmosphere and average quality. "
AttnGAN_normal_081.jpg,"large purple lovecraftian void, sci-fi style",,,sci-fi style,0.955535203,0.23871129,0.406335814,0.601449218,0,2,"A dark - hued helmet and a small, dark object are placed on a light, grid - patterned surface. In a sci - fi style, from a slightly angled top - down shot, with a cool color atmosphere and good quality. "
AttnGAN_normal_082.jpg,"lanky young half - orc warrior, realistic style",,,realistic style,0.905232817,0.414046621,0.516334989,0.532775663,0,1,"Intricate patterns of wood - boring insect trails on a wooden surface. Realistic style, shot from a flat angle. Earthy tones create a natural, textured color atmosphere with moderate quality. "
AttnGAN_normal_083.jpg,"eiffel tower drenched in blood, abstract style",,,abstract style,0.763087515,0.701361348,0.560448775,0.629124546,0,2,"A person in a red - themed outfit with a tie, holding an object. In an abstract style with a tilted shooting angle. Colors are vivid and blended, creating a surreal quality. "
AttnGAN_normal_084.jpg,"sheep that looks like broccoli, baroque style",,,baroque style,0.875752826,0.43518024,0.541980536,0.574117147,0,1,"A futuristic, dark - toned robotic head with intricate details floats in an industrial - looking space. Sci - fi style, low shooting angle, with a moody color atmosphere and high - quality rendering. "
AttnGAN_normal_085.jpg,"grumpy minions sitting in a bar, anime style",,,anime style,0.776328629,0.259128152,0.232521964,0.459285357,8,2,"Hands and partial faces seem to break through a translucent, veiled - like surface. In an abstract style, with a side - on shooting angle, the muted, grayish color gives an eerie atmosphere. "
AttnGAN_normal_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,1.161274584,0.716601129,0.767535581,0.797303011,4,2,"Abstract shapes in warm tones like orange and brown, with some white and blue elements. Styles are abstract. Shot from a slightly elevated angle, creating a vibrant, dream - like color atmosphere. "
AttnGAN_normal_087.jpg,"a tonalism portrait of a ghost , realistic style",,,realistic style,0.965602553,0.285318521,0.659590655,0.816063936,0,5,"Abstract shapes in dark tones are arranged against a warm - hued background. Style is abstract, with an angled shooting angle creating a dynamic feel. Colors are bold, quality is artistic. "
AttnGAN_normal_088.jpg,"a space shuttle flying in space, abstract style",,,abstract style,1.22513052,0.413156708,1.02748653,0.685047874,0,4,"A large, red - hued, upside - down object with attached elements above a white, blue - toned surface and a tall green structure. In an abstract style, shot from below with a vibrant color atmosphere. "
AttnGAN_normal_089.jpg,"a crocodile in a new york sewer, baroque style",,,baroque style,0.712802152,0.396698587,0.530848447,0.677700073,0,3,"Blurred, indistinct shapes in earth - toned hues. Appears abstract with a soft, muted color atmosphere. Taken from a close - up, unclear shooting angle, low in visual clarity. "
AttnGAN_normal_090.jpg,"little girl with a mushroom hat, anime style",,,anime style,1.209411183,0.379049878,0.344259439,0.653426234,4,1,"A reflection shows a tree with drooping branches, part of a red - roofed structure, and some ground. In realistic style, taken from a slightly angled view, with a muted color atmosphere and average quality. "
AttnGAN_normal_091.jpg,"ufo ignoring the laws of phyics, sci-fi style",,,sci-fi style,0.863588083,0.400213922,0.702583315,0.420071168,0,4,"A shadowy, indistinct figure in a blue - toned space. Appears in a realistic style with a low shooting angle, creating a moody and somewhat mysterious color atmosphere of muted tones. "
AttnGAN_normal_092.jpg,"steampunk walter white portrait , realistic style",,,realistic style,0.845580156,0.476308659,0.54868215,0.600504075,2,3,"A pair of dark - colored shoes with laces and a white - toned garment above. In anime style, shot from a low angle. Colors are muted, giving a calm, slightly hazy quality. "
AttnGAN_normal_093.jpg,"photo of tony danza eating chili, abstract style",,,abstract style,1.478164096,0.644720816,0.696883506,0.501431398,2,0,"A textured, abstract - style wall with fragmented shapes in earthy tones. The shooting angle is frontal, revealing a mosaic - like composition with a warm, muted color atmosphere and low - resolution quality. "
AttnGAN_normal_094.jpg,"painted portrait of fierce elder, baroque style",,,baroque style,0.916490494,0.45949383,0.60877307,0.823361227,0,2,"A close - up of lush green plants with varying leaf shapes. Realistic style. Taken from a slightly angled top - down perspective. Dominated by green hues, giving a fresh and natural atmosphere. Good quality. "
AttnGAN_normal_095.jpg,"moon sea with stars and galaxies, anime style",,,anime style,1.020469898,0.531171361,0.422156431,0.494782666,0,3,"Abstract - style depiction with distorted, overlapping shapes in grays, reds, and purples. Shot from a low - angle, creating a sense of disorientation and a hazy, dream - like quality. "
AttnGAN_normal_096.jpg,"meme about making peanut butter , sci-fi style",,,sci-fi style,1.295323696,0.523710839,0.547283561,0.799152537,0,1,"A dense cluster of green leaves with some reddish - brown branches interspersed. In an impressionistic style, taken from a frontal angle, with a soft, natural color atmosphere and moderate quality. "
AttnGAN_normal_097.jpg,"donald trump playing in the rain, realistic style",,,realistic style,0.895799678,0.396296943,0.170445589,0.476335408,0,1,"A diver swims in clear blue water near a large, colorful coral structure. Realistic style, taken from a side - on shooting angle. Cool blue color atmosphere, moderate quality. "
AttnGAN_normal_098.jpg,"cute fox in suit dancing in club, abstract style",,,abstract style,0.820802133,0.313167937,0.970817724,0.37635206,0,4,"A distorted view of abstract - like shapes in earthy and blue tones. The style is abstract, with a tilted shooting angle creating a disorienting color - saturated atmosphere of low - quality appearance. "
AttnGAN_normal_099.jpg,"brain floating out of a portrait, baroque style",,,baroque style,0.8493261,0.379767394,0.544081163,0.277659336,0,1,"A shoe and a sole - like object on a dark surface with a small, shiny item below. In an abstract style, shot from a low angle. Colors are dark with neon - like hues, of medium - low quality. "
AttnGAN_normal_100.jpg,"a small garden buzzing with bees, anime style",,,anime style,1.178897031,0.633309209,1.02123126,0.925723273,0,2,"A distorted view of a room with furniture like a chair and table. In an abstract style, taken from a slightly angled perspective. Colors are vivid and blended, creating a chaotic yet visually - striking quality. "
AttnGAN_normal_101.jpg,"a man playing an invisible cello, sci-fi style",,,sci-fi style,0.829617037,0.668279123,0.994900832,0.744714303,0,3,"Abstract - style composition with brown, seemingly organic - like shapes against a colorful, patterned background. Shot from a neutral angle, creating a vibrant and textured color atmosphere. "
AttnGAN_normal_102.jpg,"a grand stag in a fantasy forest, realistic style",,,realistic style,0.799027902,0.749671265,1.087526681,1.192546223,2,2,"Two birds in mid - flight with blurred wings against a textured background. Realistic style, from a slightly upward shooting angle. Soft, muted color atmosphere, medium - quality image. "
AttnGAN_normal_103.jpg,"a giant rock floating in the air, abstract style",,,abstract style,0.929924681,0.291859613,0.78808434,0.688698947,1,3,"A rustic - looking owl perches on stacked logs amidst overgrown greenery. In an abstract - like style, with a soft, muted color palette and a slightly blurred quality, from a slightly elevated shooting angle. "
AttnGAN_normal_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,0.784493346,0.291900877,0.468583101,0.617734883,0,4,"Fragmented blue - toned shapes seem to be in mid - fall on a light surface. Abstract style, with a flat shooting angle. The color atmosphere is cool and the quality appears somewhat grainy. "
AttnGAN_normal_105.jpg,"a 2 d guitarist character design, anime style",,,anime style,1.045837986,0.595915999,0.85008348,0.864606757,0,3,"A distorted scene with figures in bold colors like yellow and purple. Abstract style with smeared - like forms. Shot from a frontal - like angle, creating a chaotic and vivid color atmosphere. Low - resolution quality. "
