Training Log
==================================================
Dataset: aigciqa2023
Batch Size: 12
Accumulation Steps: 1
==================================================
epoch: 1, 当前学习率: 0.000007, 训练损失: 0.1993, 验证损失: 0.1434, spearman: 0.8912, pearson: 0.9078
epoch: 65, 当前学习率: 0.000000, 训练损失: 0.0369, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 66, 当前学习率: 0.000000, 训练损失: 0.0356, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 67, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 68, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 69, 当前学习率: 0.000000, 训练损失: 0.0376, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 70, 当前学习率: 0.000000, 训练损失: 0.0365, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 71, 当前学习率: 0.000000, 训练损失: 0.0363, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 72, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 73, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 74, 当前学习率: 0.000000, 训练损失: 0.0354, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 75, 当前学习率: 0.000000, 训练损失: 0.0356, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 76, 当前学习率: 0.000000, 训练损失: 0.0367, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 77, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 78, 当前学习率: 0.000000, 训练损失: 0.0373, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 79, 当前学习率: 0.000000, 训练损失: 0.0361, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 80, 当前学习率: 0.000000, 训练损失: 0.0377, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 81, 当前学习率: 0.000000, 训练损失: 0.0363, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 82, 当前学习率: 0.000000, 训练损失: 0.0363, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 83, 当前学习率: 0.000000, 训练损失: 0.0372, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 84, 当前学习率: 0.000000, 训练损失: 0.0367, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 85, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 86, 当前学习率: 0.000000, 训练损失: 0.0358, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 87, 当前学习率: 0.000000, 训练损失: 0.0358, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 88, 当前学习率: 0.000000, 训练损失: 0.0364, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 89, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 90, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 91, 当前学习率: 0.000000, 训练损失: 0.0362, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 92, 当前学习率: 0.000000, 训练损失: 0.0360, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 93, 当前学习率: 0.000000, 训练损失: 0.0355, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 94, 当前学习率: 0.000000, 训练损失: 0.0368, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 95, 当前学习率: 0.000000, 训练损失: 0.0366, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
epoch: 96, 当前学习率: 0.000000, 训练损失: 0.0358, 验证损失: 0.1157, spearman: 0.9169, pearson: 0.9207
